congressional_district,pwsid,pws_name,primacy_agency_code,population_served_count,service_connections_count,primary_source_code,owner_type_code,active_component_count,active_component_types,violation_count,unresolved_violation_count,health_based_violation_count,corrective_action_count,enforcement_action_count,site_inspection_count,latest_site_inspection_date,latitude,longitude
MI-05,MI0001658,WILLOWS ON TWIN PONDS,MI,147,98,GW,P,7,Common Headers (1); Storage (3); Distribution System/Zone (1); Well (2),28,0,2,0,49,12,2024-06-13,NA,NA
MI-05,MI0001470,CLINTON,MI,2336,878,GW,L,5,Well (2); Treatment Plant (1); Distribution System/Zone (1); Storage (1),31,2,1,0,37,20,2023-09-20,42.0723695,-83.9712614
MI-05,MI0000920,BROOKLYN,MI,1313,616,GW,L,6,Pump Facility (1); Distribution System/Zone (1); Storage (1); Well (2); Treatment Plant (1),4,0,0,0,9,16,2023-05-04,NA,NA
MI-05,MI0000236,ARBOR RIDGE CONDOMINIUMS,MI,58,26,GW,P,5,Storage (1); Distribution System/Zone (1); Treatment Plant (1); Well (2),31,0,7,0,95,16,2024-07-23,42.231124,-84.4933316
MI-05,MI0040090,TWIN PINES MOBILE HOME PARK,MI,182,73,GW,P,5,Common Headers (1); Storage (1); Distribution System/Zone (1); Well (2),20,1,2,0,63,13,2026-02-05,NA,NA
MI-05,MI0006250,SPRINGPORT,MI,800,293,GW,L,7,Distribution System/Zone (1); Storage (1); Treatment Plant (2); Well (3),9,1,0,0,23,17,2025-09-24,NA,NA
MI-05,MI0005205,PARMA TOWNSHIP-AMBERTON VILL.,MI,378,108,GW,L,5,Common Headers (1); Distribution System/Zone (1); Storage (1); Well (2),11,0,4,0,38,17,2025-07-09,NA,NA
MI-05,MI0001580,CONCORD,MI,1050,599,GW,L,7,Distribution System/Zone (1); Storage (1); Well (3); Treatment Plant (2),7,0,3,0,23,21,2024-09-18,42.17809,-84.6444104
MI-13,MI0002910,GROSSE POINTE SHORES,MI,2929,1080,SWP,L,2,Distribution System/Zone (1); Consecutive Connection (1),5,0,0,0,12,12,2021-11-02,42.4367543,-82.8767671
MI-13,MI0005840,ROYAL OAK TOWNSHIP,MI,1869,763,SWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),1,1,0,0,2,11,2019-07-25,NA,NA
SD-AL,SD4600077,BUFFALO GAP,SD,126,93,GW,L,4,Storage (2); Treatment Plant (1); Well (1),206,51,22,2,310,16,2025-11-20,NA,NA
SD-AL,SD4602209,ROCK RIDGE COURT,SD,74,33,GW,P,3,Well (1); Storage (2),242,2,2,0,614,5,2025-10-30,NA,NA
SD-AL,SD4602084,RIMROCK RIDGE WATER ASSOCIATION,SD,35,16,GW,P,4,Well (1); Treatment Plant (1); Storage (2),49,12,4,0,37,9,2023-11-30,NA,NA
SD-AL,SD4602311,CANYON SPRINGS WATER AND SEWER DISTR,SD,163,65,GW,P,5,Storage (1); Treatment Plant (2); Well (2),0,0,0,0,0,5,2025-10-29,NA,NA
SD-AL,SD4600875,SPEARFISH MEADOWS,SD,87,30,GW,P,4,Storage (2); Treatment Plant (1); Well (1),169,75,11,1,93,11,2025-04-09,44.0607974,-103.1920322
SD-AL,SD4600040,VALLEY VIEW WATER COMPANY,SD,248,99,GW,P,4,Storage (2); Well (1); Treatment Plant (1),29,2,4,0,57,10,2026-04-01,NA,NA
SD-AL,SD4600014,PRAIRIE ACRES LLC,SD,350,119,GW,P,4,Well (1); Treatment Plant (1); Storage (2),57,8,2,1,92,11,2024-03-15,NA,NA
SD-AL,SD4600225,NISLAND,SD,206,117,GW,L,3,Storage (1); Well (1); Treatment Plant (1),224,22,14,1,214,15,2025-10-09,NA,NA
SD-AL,SD4600316,WALNUT PARK,SD,180,72,GW,P,3,Treatment Plant (1); Well (1); Storage (1),76,3,10,2,123,11,2025-05-14,44.4888608,-103.7889364
SD-AL,SD4600415,VALE SANITARY DISTRICT,SD,120,60,GWP,P,1,Consecutive Connection (1),43,12,6,0,96,14,2023-04-28,NA,NA
SD-AL,SD4602005,BOULDER PARK WATER USERS ASSOCIATION,SD,200,85,GW,P,7,Well (2); Treatment Plant (2); Storage (3),35,1,4,0,19,9,2026-03-04,NA,NA
SD-AL,SD4602204,COUNTRY ROAD ESTATES,SD,112,45,GW,P,3,Treatment Plant (1); Well (1); Storage (1),79,0,0,0,159,6,2025-01-16,NA,NA
SD-AL,SD4602172,PLEASANT VALLEY HOMEOWNERS ASSOCIATI,SD,48,22,GW,P,3,Well (1); Treatment Plant (1); Storage (1),111,2,4,0,39,8,2023-12-01,NA,NA
SD-AL,SD4602001,SUNNYSIDE MOBILE HOME PARK II,SD,235,94,GW,P,4,Storage (2); Treatment Plant (1); Well (1),34,3,4,0,31,9,2024-06-20,NA,NA
SD-AL,SD4600915,CROOKED OAKS CANYON HOMEOWNERS,SD,70,28,GW,P,3,Well (1); Treatment Plant (1); Storage (1),22,2,10,0,34,10,2025-10-29,NA,NA
SD-AL,SD4600884,PRAIRIE ACRES NORTH,SD,288,115,GW,P,4,Well (1); Treatment Plant (1); Storage (2),102,2,5,1,55,11,2025-04-04,NA,NA
SD-AL,SD4600877,FAIRBURN WATER ASSOCIATION,SD,65,24,GWP,L,2,Consecutive Connection (1); Storage (1),46,14,9,0,104,11,2022-07-05,NA,NA
SD-AL,SD4600513,THRALL MTN. PROPERTY OWNERS ASSOCIAT,SD,70,28,GW,P,4,Well (1); Treatment Plant (1); Storage (2),40,5,2,0,30,9,2025-10-29,NA,NA
SD-AL,SD4600428,PRAIRIE ACRES SOUTH,SD,170,68,GW,P,3,Well (1); Treatment Plant (1); Storage (1),127,8,6,1,51,10,2025-04-04,NA,NA
SD-AL,SD4600395,HIGH MEADOWS WATER COMPANY,SD,140,54,GW,P,3,Storage (1); Well (1); Treatment Plant (1),15,3,2,0,38,10,2024-05-28,NA,NA
SD-AL,SD4600041,PINE HILLS PARK,SD,200,119,GWP,P,1,Consecutive Connection (1),102,21,11,1,180,11,2024-09-18,44.1748189,-103.334257
SD-AL,SD4602314,BUTTE-MEADE SWD-VALE WELL,SD,357,143,GW,L,4,Well (1); Treatment Plant (1); Storage (2),0,0,0,0,0,5,2024-05-03,NA,NA
SD-AL,SD4600036,BATESLAND,SD,148,59,SWP,L,2,Consecutive Connection (1); Storage (1),346,22,21,0,607,12,2024-06-03,NA,NA
SD-AL,SD4600086,CHAMBERLAIN,SD,2473,1015,SW,L,5,Storage (3); Treatment Plant (1); Intake (1),24,2,9,0,50,12,2026-04-15,NA,NA
SD-AL,SD4600094,COLOME,SD,323,190,GW,L,5,Consecutive Connection (1); Storage (1); Well (2); Treatment Plant (1),34,3,3,0,76,12,2024-04-17,NA,NA
SD-AL,SD4600182,KENNEBEC,SD,265,183,SWP,L,1,Consecutive Connection (1),34,4,14,0,41,11,2023-01-12,NA,NA
SD-AL,SD4600250,PUKWANA,SD,267,120,SWP,L,2,Storage (1); Consecutive Connection (1),31,5,2,0,74,11,2025-09-03,43.8180129,-99.327043
SD-AL,SD4600373,WINNER,SD,2921,1613,GW,L,10,Storage (2); Well (7); Treatment Plant (1),12,4,3,0,32,12,2023-12-05,NA,NA
SD-AL,SD4600028,ARMOUR,SD,698,380,SWP,L,2,Consecutive Connection (1); Storage (1),5,0,4,0,13,12,2024-02-28,NA,NA
SD-AL,SD4600334,TRIPP,SD,575,334,GW,L,8,Well (3); Treatment Plant (2); Storage (3),92,16,3,0,67,10,2025-08-12,NA,NA
SD-AL,SD4600245,PLANKINTON,SD,782,410,SWP,L,2,Storage (1); Consecutive Connection (1),23,6,13,0,59,12,2025-02-28,NA,NA
SD-AL,SD4600318,STICKNEY,SD,321,179,SWP,L,2,Consecutive Connection (1); Storage (1),5,2,0,0,10,12,2024-02-13,NA,NA
SD-AL,SD4600116,ELK POINT,SD,2124,897,GW,L,5,Well (2); Treatment Plant (1); Storage (2),41,3,1,0,85,11,2023-08-09,NA,NA
SD-AL,SD4600347,VOLIN,SD,161,73,SWP,L,2,Consecutive Connection (1); Storage (1),10,2,0,0,17,9,2025-08-25,NA,NA
SD-AL,SD4600386,BERESFORD,SD,2359,1065,GWP,L,3,Consecutive Connection (1); Storage (2),2,2,0,0,0,10,2025-08-14,NA,NA
SD-AL,SD4600412,TIMBERLAND PARK,SD,95,45,SWP,P,1,Consecutive Connection (1),77,24,8,0,160,9,2024-03-01,42.8661686,-97.437205
SD-AL,SD4600217,MONTROSE,SD,468,170,GWP,L,2,Storage (1); Consecutive Connection (1),131,3,6,0,107,9,2024-02-07,43.701152,-97.183857
SD-AL,SD4600340,VALLEY SPRINGS,SD,925,355,GW,L,4,Well (2); Treatment Plant (1); Storage (1),12,5,5,0,23,11,2025-03-10,NA,NA
SD-AL,SD4600130,FORT PIERRE,SD,2236,1250,SWP,L,2,Storage (1); Consecutive Connection (1),15,5,4,0,37,11,2026-03-10,NA,NA
SD-AL,SD4600197,MCINTOSH,SD,111,120,GW,L,3,Treatment Plant (1); Well (1); Storage (1),32,5,10,0,81,15,2024-01-15,45.9223478,-101.3500381
SD-AL,SD4600504,RICHMOND HEIGHTS HOMEOWNERS ASSOCIAT,SD,67,25,SWP,P,1,Consecutive Connection (1),16,11,0,0,25,11,2026-03-25,45.5034043,-98.5576648
SD-AL,SD4602224,WR/LJ - NORTH STANLEY COUNTY,SD,2492,999,SWP,P,11,Storage (4); Consecutive Connection (1); Pump Facility (6),1,0,0,0,2,4,2023-04-25,NA,NA
SD-AL,SD4600030,AMHERST WATER COMPANY,SD,40,16,GWP,P,1,Consecutive Connection (1),17,9,2,0,29,11,2025-10-16,NA,NA
SD-AL,SD4600162,HOSMER,SD,164,142,SWP,L,4,Consecutive Connection (1); Storage (2); Well (1),9,5,2,0,17,9,2022-12-06,NA,NA
SD-AL,SD4600331,TOLSTOY,SD,36,44,SWP,L,1,Consecutive Connection (1),94,15,14,0,111,11,2025-01-21,NA,NA
SD-AL,SD4600411,TIMBER LAKE,SD,499,210,GW,L,9,Treatment Plant (4); Well (4); Storage (1),103,2,1,0,205,10,2023-11-29,NA,NA
SD-AL,SD4600361,WESSINGTON,SD,170,127,SWP,L,2,Storage (1); Consecutive Connection (1),48,5,3,0,43,11,2024-05-08,NA,NA
SD-AL,SD4600376,WOONSOCKET,SD,618,330,GW,L,5,Well (2); Treatment Plant (2); Storage (1),61,8,6,0,145,11,2025-03-27,NA,NA
SD-AL,SD4600501,MINA LAKE SANITARY DISTRICT,SD,863,350,SWP,L,2,Storage (1); Consecutive Connection (1),19,10,4,0,44,12,2024-11-13,NA,NA
SD-AL,SD4600019,JOBEE ACRES,SD,108,31,SWP,P,1,Consecutive Connection (1),44,28,2,0,67,13,2026-03-27,NA,NA
SD-AL,SD4600022,LAKESIDE ESTATES,SD,460,184,SWP,P,3,Storage (2); Consecutive Connection (1),31,7,1,0,57,12,2024-10-30,NA,NA
SD-AL,SD4600096,CONDE,SD,142,112,SWP,L,2,Consecutive Connection (1); Storage (1),20,9,4,0,38,11,2024-04-29,NA,NA
SD-AL,SD4600227,NORTHVILLE,SD,143,60,SWP,L,5,Consecutive Connection (1); Storage (4),33,22,4,0,51,12,2025-05-15,45.1555206,-98.5831966
SD-AL,SD4600408,STRATFORD,SD,57,47,SWP,L,1,Consecutive Connection (1),34,14,3,0,80,11,2026-02-17,45.3170659,-98.303413
SD-AL,SD4602042,HURON COLONY,SD,95,18,GW,P,4,Well (2); Treatment Plant (1); Storage (1),322,47,5,0,448,10,2024-05-08,44.5639973,-98.2072967
SD-AL,SD4602125,PRAIRIEWOOD PROPERTY OWNERS,SD,300,120,SWP,P,3,Storage (2); Consecutive Connection (1),9,0,4,0,20,10,2024-11-13,NA,NA
SD-AL,SD4602064,FORDHAM COLONY,SD,142,23,GW,P,3,Storage (1); Treatment Plant (1); Well (1),72,10,18,0,173,11,2024-10-29,NA,NA
SD-AL,SD4602377,NORTH BROOKINGS WATER AND SANITARY D,SD,48,21,GWP,P,1,Consecutive Connection (1),0,0,0,0,0,2,2024-05-24,44.3447264,-96.7854209
SD-AL,SD4600091,CLARK,SD,1148,635,GWP,L,3,Storage (2); Consecutive Connection (1),7,3,1,0,19,11,2024-02-21,44.87796,-97.7333985
SD-AL,SD4600113,EDEN,SD,94,61,SWP,L,3,Consecutive Connection (1); Storage (2),47,17,6,0,74,13,2025-08-11,NA,NA
SD-AL,SD4600186,LAKE CITY,SD,45,30,GWP,L,1,Consecutive Connection (1),122,15,5,0,45,11,2024-02-26,NA,NA
SD-AL,SD4600203,MARVIN,SD,19,20,GW,L,3,Storage (1); Well (1); Treatment Plant (1),236,16,7,0,640,13,2025-06-26,NA,NA
SD-AL,SD4600237,PEEVER,SD,140,62,GWP,L,3,Storage (2); Consecutive Connection (1),10,2,0,0,5,11,2025-10-16,NA,NA
SD-AL,SD4600371,WILMOT,SD,432,280,GWP,L,2,Consecutive Connection (1); Storage (1),55,3,4,0,31,11,2025-09-18,NA,NA
SD-AL,SD4602025,SUNSET COLONY,SD,140,24,GW,P,6,Storage (3); Treatment Plant (1); Well (2),151,25,28,0,194,11,2025-09-30,NA,NA
SD-AL,SD4602358,COLLINS COLONY,SD,95,24,GW,P,6,Well (2); Treatment Plant (1); Storage (3),53,0,0,0,106,5,2025-11-13,NA,NA
SD-AL,MN1780001,Browns Valley,MN,566,203,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),4,0,4,0,27,23,2025-09-23,NA,NA
SD-AL,MN1060008,Ortonville,MN,2021,1081,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),13,2,0,0,32,23,2023-11-13,NA,NA
SD-AL,MN1370006,Nassau,MN,60,40,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),1,0,0,0,4,18,2026-03-09,NA,NA
SD-AL,MN1670007,Rock County Rural Water System,MN,2919,821,SWP,L,18,Consecutive Connection (2); Distribution System/Zone (1); Well (12); Treatment Plant (1); Pump Facility (2),4,2,0,0,19,23,2025-05-28,NA,NA
SD-AL,SD4600065,BRENTFORD,SD,88,25,SWP,L,1,Consecutive Connection (1),23,3,3,0,55,12,2024-01-19,NA,NA
SD-AL,SD4602345,CAMROSE COLONY,SD,80,8,GW,P,4,Well (1); Treatment Plant (1); Storage (2),22,0,0,0,45,3,2023-09-27,NA,NA
SD-AL,SD4600081,CANOVA,SD,89,56,GW,L,3,Storage (1); Treatment Plant (1); Well (1),49,8,9,0,52,13,2024-09-25,NA,NA
SD-AL,SD4600087,CHANCELLOR,SD,266,134,GWP,L,1,Consecutive Connection (1),9,3,3,0,25,13,2025-03-06,NA,NA
SD-AL,SD4600009,CORONA,SD,69,55,GWP,L,1,Consecutive Connection (1),49,10,0,0,63,13,2025-08-27,NA,NA
SD-AL,SD4600629,COUNTRY CLUB ESTATES,SD,83,33,GW,P,3,Treatment Plant (1); Well (1); Storage (1),42,8,1,0,43,10,2024-06-12,43.4433602,-103.4780162
SD-AL,SD4600021,COUNTRY VILLAGE PARK,SD,340,168,SWP,P,3,Storage (2); Consecutive Connection (1),29,16,1,0,64,12,2024-05-29,NA,NA
SD-AL,SD4600099,CRESBARD,SD,96,85,SWP,L,2,Storage (1); Consecutive Connection (1),6,4,2,0,8,12,2023-10-17,NA,NA
SD-AL,SD4600102,DALLAS,SD,89,81,GWP,L,2,Consecutive Connection (1); Storage (1),7,5,0,0,13,12,2024-04-17,43.2384804,-99.5147063
SD-AL,SD4600108,DOLAND,SD,199,157,SWP,L,4,Consecutive Connection (1); Storage (2); Treatment Plant (1),14,4,3,1,26,11,2026-02-11,NA,NA
SD-AL,SD4600110,DUPREE,SD,525,221,SWP,L,1,Consecutive Connection (1),16,1,5,0,35,13,2026-01-15,NA,NA
SD-AL,SD4602099,"EAST WINDS COURT, INC.",SD,180,63,SWP,P,4,Consecutive Connection (1); Storage (3),12,2,1,0,26,9,2024-03-01,42.8739385,-97.5094898
SD-AL,SD4600118,EMERY,SD,480,228,SWP,L,2,Consecutive Connection (1); Storage (1),10,6,2,0,18,12,2024-02-14,NA,NA
SD-AL,SD4600120,ETHAN,SD,320,163,SWP,L,1,Consecutive Connection (1),9,3,1,0,24,10,2022-08-17,NA,NA
SD-AL,SD4602050,EVERGREEN COLONY,SD,120,20,GW,P,6,Storage (4); Well (1); Treatment Plant (1),23,6,5,0,32,7,2023-06-01,NA,NA
SD-AL,SD4600128,FLORENCE,SD,337,151,GWP,L,2,Storage (1); Consecutive Connection (1),23,12,2,1,46,11,2024-11-22,NA,NA
SD-AL,SD4600133,FREDERICK,SD,215,131,SWP,L,2,Storage (1); Consecutive Connection (1),11,5,1,0,30,12,2023-10-24,NA,NA
SD-AL,SD4600135,FRUITDALE,SD,75,31,GWP,L,1,Consecutive Connection (1),46,11,31,1,86,11,2024-12-13,44.668341,-103.696941
SD-AL,SD4600137,GARDEN CITY,SD,33,43,GWP,L,3,Consecutive Connection (1); Storage (2),102,7,5,1,223,11,2025-08-26,44.960484,-97.5818327
SD-AL,SD4600140,GAYVILLE,SD,392,175,GWP,L,2,Consecutive Connection (1); Storage (1),17,7,2,0,38,12,2024-12-20,NA,NA
SD-AL,SD4602213,GOLDEN HILLS HOMES,SD,47,19,GW,P,3,Storage (1); Well (1); Treatment Plant (1),3,0,1,0,7,7,2025-01-10,NA,NA
SD-AL,SD4600425,GREEN ACRES ASSOCIATION,SD,55,24,SWP,P,3,Storage (2); Consecutive Connection (1),11,4,0,0,27,11,2025-01-28,NA,NA
SD-AL,SD4600146,GRENVILLE,SD,48,51,SWP,L,1,Consecutive Connection (1),46,19,3,0,95,11,2023-11-21,NA,NA
SD-AL,SD4600153,HENRY,SD,256,101,GWP,L,1,Consecutive Connection (1),29,6,4,0,70,12,2024-03-21,NA,NA
SD-AL,SD4680003,HOT SPRINGS VA CENTER,SD,445,60,GW,F,5,Treatment Plant (1); Well (1); Storage (3),76,5,0,0,31,11,2023-11-15,43.4370277,-103.4766612
SD-AL,SD4600165,HOWARD,SD,848,493,GWP,L,2,Consecutive Connection (1); Storage (1),13,8,0,0,30,12,2026-01-06,NA,NA
SD-AL,SD4600166,HUDSON,SD,332,163,GWP,L,2,Storage (1); Consecutive Connection (1),13,8,3,0,22,14,2025-08-25,NA,NA
SD-AL,SD4600174,IROQUOIS,SD,292,162,GWP,L,1,Consecutive Connection (1),6,4,2,0,12,12,2025-01-16,NA,NA
SD-AL,SD4600175,ISABEL,SD,145,135,SWP,L,1,Consecutive Connection (1),103,7,56,0,183,12,2023-11-29,NA,NA
SD-AL,SD4600176,JAVA,SD,121,68,SWP,L,2,Storage (1); Consecutive Connection (1),18,7,7,0,37,13,2025-04-08,NA,NA
SD-AL,SD4600060,JEFFERSON,SD,475,235,GW,L,5,Well (2); Treatment Plant (1); Storage (1); Other (1),37,4,5,0,25,11,2023-08-09,NA,NA
SD-AL,SD4600187,LAKE NORDEN,SD,554,280,GW,L,12,Storage (4); Well (7); Treatment Plant (1),6,2,1,0,23,12,2025-09-17,NA,NA
SD-AL,SD4600398,LAKE PRESTON,SD,589,332,GWP,L,2,Consecutive Connection (1); Storage (1),16,5,4,0,39,13,2024-10-23,NA,NA
SD-AL,SD4600189,LANGFORD,SD,283,176,GWP,L,3,Consecutive Connection (1); Storage (2),4,2,1,0,7,12,2024-03-19,NA,NA
SD-AL,SD4600190,LEAD-DEADWOOD SANITARY DISTRICT,SD,0,2,SW,L,21,Treatment Plant (2); Intake (18); Storage (1),44,6,6,0,87,10,2023-06-29,NA,NA
SD-AL,SD4600196,LETCHER,SD,159,105,SWP,L,2,Consecutive Connection (1); Storage (1),27,11,4,0,44,11,2026-04-09,NA,NA
SD-AL,SD4600518,LIBERTY HILLS COMMUNITY,SD,68,27,GW,P,4,Well (1); Treatment Plant (1); Storage (2),37,12,2,0,26,10,2024-04-23,NA,NA
SD-AL,SD4600198,MCLAUGHLIN,SD,569,297,SWP,L,2,Storage (1); Consecutive Connection (1),4,2,0,0,5,11,2023-09-06,NA,NA
SD-AL,SD4600204,MELLETTE,SD,205,118,SWP,L,3,Storage (2); Consecutive Connection (1),10,2,1,0,32,12,2026-03-27,NA,NA
SD-AL,SD4600212,MISSION HILL,SD,190,78,SWP,L,1,Consecutive Connection (1),19,10,4,0,45,11,2024-06-30,NA,NA
SD-AL,SD4600218,MORRISTOWN,SD,47,35,GW,L,6,Well (3); Treatment Plant (1); Storage (2),142,9,24,0,271,11,2023-09-06,45.9345239,-101.7213087
SD-AL,SD4600013,NEW EFFINGTON,SD,247,127,GWP,L,3,Storage (2); Consecutive Connection (1),20,4,1,0,46,12,2024-07-11,NA,NA
SD-AL,SD4602081,NEWDALE COLONY,SD,119,31,GW,P,6,Treatment Plant (1); Well (1); Storage (4),46,9,7,0,95,12,2025-04-23,44.2391338,-96.5264422
SD-AL,SD4602342,NORTHWOOD FIRST SUBDIVISION,SD,90,39,SWP,P,3,Consecutive Connection (1); Storage (2),4,0,0,0,9,5,2024-11-13,NA,NA
SD-AL,SD4600230,OELRICHS,SD,117,75,GWP,L,2,Consecutive Connection (1); Storage (1),28,2,12,0,84,11,2024-03-28,NA,NA
SD-AL,SD4602351,PARAMOUNT POINT,SD,40,16,GW,P,5,Well (2); Treatment Plant (1); Storage (2),0,0,0,0,0,5,2026-03-03,43.425312,-103.4673032
SD-AL,SD4602073,PEARL CREEK COLONY,SD,94,32,GW,P,3,Storage (2); Well (1),61,19,10,0,86,9,2023-09-26,NA,NA
SD-AL,SD4600238,PHILIP,SD,759,480,SWP,L,1,Consecutive Connection (1),34,9,24,0,72,12,2023-07-21,NA,NA
SD-AL,SD4600241,PIERPONT,SD,129,74,GWP,L,3,Storage (2); Consecutive Connection (1),10,5,0,0,30,11,2026-03-25,NA,NA
SD-AL,SD4602086,PLEASANT VALLEY COLONY,SD,107,19,GW,P,6,Storage (3); Other (1); Well (2),109,12,16,0,152,12,2023-08-03,NA,NA
SD-AL,SD4600404,PLEASANT VALLEY ESTATES,SD,105,42,SWP,P,1,Consecutive Connection (1),13,3,4,0,41,11,2026-03-31,NA,NA
SD-AL,SD4600247,POLLOCK,SD,229,220,SWP,L,3,Storage (2); Consecutive Connection (1),11,4,0,0,26,9,2025-09-17,NA,NA
SD-AL,SD4600396,PROVO AREA WATER SYSTEM,SD,25,15,GW,L,2,Storage (1); Well (1),218,15,31,0,438,11,2022-06-21,NA,NA
SD-AL,SD4602352,RED WILLOW COLONY,SD,93,24,GW,P,6,Storage (4); Treatment Plant (1); Well (1),25,0,0,0,74,6,2024-10-10,45.8195842,-96.709183
SD-AL,SD4600508,RIVERSIDE MOBILE HOME COURT,SD,75,34,GWP,P,1,Consecutive Connection (1),70,19,29,0,123,11,2025-04-10,44.523022,-103.8993885
SD-AL,SD4600284,ROSLYN,SD,181,103,SWP,L,3,Consecutive Connection (1); Storage (2),32,19,1,0,48,12,2024-11-22,NA,NA
SD-AL,SD4600292,SENECA,SD,25,20,SWP,L,3,Storage (2); Consecutive Connection (1),17,4,6,0,35,11,2026-04-14,45.0606242,-99.507466
SD-AL,SD4602089,SPRING CREEK SANITARY DISTRICT,SD,465,301,SWP,L,4,Storage (1); Consecutive Connection (3),28,16,5,0,34,9,2023-11-08,NA,NA
SD-AL,SD4600327,TABOR,SD,423,209,SWP,L,2,Consecutive Connection (1); Storage (1),6,2,1,0,18,11,2024-10-15,NA,NA
SD-AL,SD4600023,THE MEADOWS,SD,80,42,SWP,P,3,Storage (2); Consecutive Connection (1),113,8,5,0,104,12,2022-08-10,NA,NA
SD-AL,SD4600333,TRENT,SD,206,112,GWP,L,2,Consecutive Connection (2),60,10,5,0,59,11,2024-11-19,NA,NA
SD-AL,SD4600335,TULARE,SD,211,136,SWP,L,3,Storage (2); Consecutive Connection (1),25,6,4,0,42,12,2023-11-29,NA,NA
SD-AL,SD4602077,UPLAND COLONY,SD,198,36,GW,P,3,Well (1); Treatment Plant (1); Storage (1),161,15,6,0,209,12,2025-06-06,NA,NA
SD-AL,SD4600338,UTICA,SD,65,36,SWP,L,2,Storage (1); Consecutive Connection (1),17,3,5,0,36,10,2024-07-17,NA,NA
SD-AL,SD4600300,VALLEY VIEW ESTATES,SD,230,92,GW,P,3,Storage (1); Treatment Plant (1); Well (1),15,3,6,0,45,10,2024-02-07,NA,NA
SD-AL,SD4600341,VEBLEN,SD,317,123,GWP,L,2,Consecutive Connection (1); Storage (1),88,8,4,1,93,11,2024-10-16,NA,NA
SD-AL,SD4600349,WAKONDA,SD,276,163,GWP,L,2,Consecutive Connection (1); Storage (1),8,2,3,1,16,10,2024-12-20,NA,NA
SD-AL,SD4600179,WESTPORT SANITARY DISTRICT,SD,88,40,SWP,L,1,Consecutive Connection (1),12,5,4,1,24,9,2024-01-18,NA,NA
SD-AL,SD4602094,WHISPERING WILLOWS,SD,64,35,GWP,P,1,Consecutive Connection (1),58,8,4,0,53,10,2024-09-16,NA,NA
SD-AL,SD4600367,WHITE RIVER,SD,533,264,SWP,L,3,Consecutive Connection (1); Storage (2),26,11,5,0,47,11,2023-11-13,NA,NA
SD-AL,SD4600088,CHESTER SANITARY DISTRICT,SD,363,141,GWP,L,2,Storage (1); Consecutive Connection (1),40,3,0,0,24,10,2025-12-22,NA,NA
SD-AL,SD4600004,ALCESTER,SD,820,445,GWP,L,2,Storage (1); Consecutive Connection (1),11,4,0,0,28,13,2026-04-08,NA,NA
SD-AL,SD4600031,AVON,SD,590,315,SWP,L,2,Consecutive Connection (1); Storage (1),10,3,0,0,26,12,2024-10-15,NA,NA
SD-AL,SD4600034,BALTIC,SD,1271,532,GWP,L,2,Consecutive Connection (1); Storage (1),32,21,1,0,51,13,2025-03-10,NA,NA
SD-AL,SD4600008,BOWDLE,SD,470,285,SWP,L,3,Storage (2); Consecutive Connection (1),12,6,4,0,22,13,2025-04-08,NA,NA
SD-AL,SD4600388,BRITTON,SD,1215,673,GWP,L,3,Consecutive Connection (1); Storage (2),34,2,2,0,36,11,2023-10-25,45.7912506,-97.7632096
SD-AL,SD4600079,BURKE,SD,575,400,GWP,L,3,Storage (2); Consecutive Connection (1),2,2,0,0,2,12,2023-12-05,NA,NA
SD-AL,SD4600080,CANISTOTA,SD,642,310,GWP,L,2,Consecutive Connection (1); Storage (1),13,3,1,0,31,12,2025-03-07,NA,NA
SD-AL,SD4600002,CASTLEWOOD,SD,698,328,GWP,L,2,Consecutive Connection (1); Storage (1),68,7,4,0,46,11,2025-07-18,NA,NA
SD-AL,SD4600085,CENTERVILLE,SD,918,435,GWP,L,3,Consecutive Connection (1); Storage (2),73,13,6,0,61,10,2024-04-12,NA,NA
SD-AL,SD4600092,CLEAR LAKE,SD,1218,610,GWP,L,2,Consecutive Connection (1); Storage (1),4,2,0,0,13,12,2024-12-23,NA,NA
SD-AL,SD4600093,COLMAN,SD,634,354,GWP,L,2,Storage (1); Consecutive Connection (1),53,5,5,0,41,11,2025-04-17,NA,NA
SD-AL,SD4600390,COLTON,SD,738,334,GWP,L,2,Storage (1); Consecutive Connection (1),47,6,4,0,38,10,2025-06-11,NA,NA
SD-AL,SD4600391,CROOKS,SD,1362,545,GWP,L,2,Consecutive Connection (1); Storage (1),48,8,0,0,29,11,2023-08-03,43.6539129,-96.8123252
SD-AL,SD4600101,CUSTER,SD,1919,1200,GW,L,13,Treatment Plant (4); Well (4); Storage (5),39,2,0,0,15,10,2023-11-08,43.7677826,-103.5990186
SD-AL,SD4600059,DE SMET,SD,1056,619,GW,L,3,Treatment Plant (1); Well (1); Storage (1),53,3,6,0,61,11,2025-09-25,NA,NA
SD-AL,SD4600114,EDGEMONT,SD,725,506,GW,L,4,Treatment Plant (1); Well (2); Storage (1),206,51,17,1,269,13,2024-05-29,NA,NA
SD-AL,SD4600121,EUREKA,SD,813,591,SWP,L,7,Well (1); Treatment Plant (1); Pump Facility (1); Storage (2); Other (1); Consecutive Connection (1),10,4,4,0,16,13,2024-07-22,NA,NA
